cnpj_base,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,pais,data_inicio_atividade,cnae_principal,cnaes_secundarios,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email1,email2,email3
99990652,7864,74,1,BETA ME,08,20130611,REORGANIZACAO SOCIETARIA,,,20160703,1731065,1353548,AVENIDA,TIRADENTES,6550,SALA 101,CENTRO,79997-848,MS,5002704,67,79487000,67,71847262,,,contato@betamecampog.com.br,contato@betame2campog.com.br,
67609524,4347,50,1,COMERCIAL LTDA,08,20140421,REGULARIZACAO,,,20150316,9268117,"1010560,4623459",ESTRADA,TIRADENTES,6345,SALA 101,SANTA LUZIA,88227-108,SC,4205407,48,94262637,,,,,contato@comercialltdfloria.com.br,,
16976037,2931,00,2,SERVTEC DO BAIRRO,08,20140922,,,,19940707,8601078,"4853709,5733836,4699510",RODOVIA,GETULIO VARGAS,9356,GALPAO,VILA NOVA,66668-632,PA,1501402,91,84303339,,,,,contato@servtecdobaibelém.com.br,,
13061402,0994,60,2,GAMA EIRELI,02,20180507,REORGANIZACAO SOCIETARIA,,,20170411,6724428,"2831158,2991913,3340449",TRAVESSA,FLORES,6294,LOJA 2,CENTRO,69356-551,RR,1400100,95,69639577,,,,,contato@gamaeireliboavis.com.br,,
22893084,8077,26,2,COMERCIAL CENTRAL,02,20170616,MUDANCA ENDERECO,,,19930702,6141686,"6290322,6520591,3387926,9862599",TRAVESSA,TIRADENTES,5546,LOJA 2,VILA NOVA,30080-308,MG,3106200,31,63517764,,,,,contato@comercialcenbeloho.com.br,contato@comercialcenbeloho.com.br,
15500050,0601,82,2,BRASIL DO BAIRRO,08,20081111,REORGANIZACAO SOCIETARIA,,,20161031,6997639,"8730324,2535933,7621056,2103860",AVENIDA,GETULIO VARGAS,8452,LOJA 2,JARDIM AMÉRICA,29219-331,ES,3205200,27,56213346,,,,,contato@brasildobairvilave.com.br,,
45306287,4303,17,1,SERVTEC MAX,08,20220125,REORGANIZACAO SOCIETARIA,,,20100912,5091485,"5490566,3589407,5830872,9226896",AVENIDA,GETULIO VARGAS,1884,FUNDOS,JARDIM AMÉRICA,79357-555,MS,5002704,67,90001354,,,,,contato@servtecmaxcampog.com.br,,
55237835,3677,93,2,DISTRIBUIDORA EXPRESS,02,20210930,REGULARIZACAO,,,20250511,8369215,"9400438,9454837",AVENIDA,DOS ANDRADAS,484,SALA 101,CENTRO,95551-007,RS,4305108,54,80751479,,,,,contato@distribuidorcaxias.com.br,,
36572645,6654,13,1,ALFA ME,08,20140501,MUDANCA ENDERECO,,,20231002,4627892,"2540624,7514203,8020047",RODOVIA,PAULISTA,5038,SALA 101,BOA VISTA,25865-943,RJ,3301702,21,88231382,,,,,contato@alfameduqued.com.br,contato@alfame2duqued.com.br,
81245843,0070,00,1,DISTRIBUIDORA CENTRAL,02,20180209,MUDANCA ENDERECO,,,20250122,1416349,"4376080,6074095,1050110,4050175",RUA,BRASIL,9683,,VILA NOVA,24848-004,RJ,3303302,21,94402045,,,,,contato@distribuidorniteró.com.br,,
39142035,1368,10,1,BRASIL ME,02,20120109,,,,20210914,8324569,4484773,ESTRADA,SETEMBRO,8529,LOJA 2,SANTO ANTÔNIO,58291-604,PB,2507507,83,75297992,,,,,contato@brasilmejoãope.com.br,,
33300343,8757,40,2,BETA EXPRESS,08,20020822,REGULARIZACAO,,,20190529,8276005,"4215221,7338278,6030306",AVENIDA,BRASIL,1485,SALA 101,JARDIM AMÉRICA,29062-078,ES,3205200,27,48544831,,,,,contato@betaexpressvilave.com.br,,
57797091,4460,69,2,COMERCIAL LTDA,08,20100702,MUDANCA ENDERECO,,,19970425,9206658,"2574719,2599735,3017422,6059246",ALAMEDA,DOS ANDRADAS,3513,FUNDOS,SANTO ANTÔNIO,74378-092,GO,5208707,62,23627113,,,,,contato@comercialltdgoiâni.com.br,,
30957208,2756,30,1,COMERCIAL LTDA,02,20170813,,,,19931115,7514433,"4747807,3565076,9104988",RUA,PAULISTA,3108,FUNDOS,SANTO ANTÔNIO,89745-996,SC,4209102,47,82841153,,,,,contato@comercialltdjoinvi.com.br,,
69043596,4997,04,1,DISTRIBUIDORA DO BAIRRO,02,20010831,MUDANCA ENDERECO,,,20031014,3942723,"8918053,4724643,4834082,6160787",ALAMEDA,DOS ANDRADAS,9632,SALA 101,VILA NOVA,29905-915,ES,3205309,27,42167043,,,,,contato@distribuidorvitóri.com.br,,
21252448,9188,87,1,COMERCIAL ME,02,20161219,REORGANIZACAO SOCIETARIA,,,20001028,4554570,"8909670,4981875",TRAVESSA,TIRADENTES,7740,LOJA 2,VILA NOVA,25127-972,RJ,3301702,21,66499976,,,,,contato@comercialmeduqued.com.br,,
57872454,6997,17,1,BETA DO BAIRRO,02,20150430,REORGANIZACAO SOCIETARIA,,,20050907,5003787,"6269089,2172552",RUA,DOS ANDRADAS,216,LOJA 2,JARDIM AMÉRICA,20446-063,RJ,3304557,21,46039265,,,,,contato@betadobairroriodej.com.br,,
81082997,2203,27,1,GAMA DO BAIRRO,02,20130909,REGULARIZACAO,,,20030320,4064519,"4882820,7021310",RODOVIA,DOS ANDRADAS,5036,FUNDOS,JARDIM AMÉRICA,78021-388,MT,5103403,65,76819343,,,,,contato@gamadobairrocuiabá.com.br,,
67453704,6652,50,2,SERVTEC ME,02,20240819,REGULARIZACAO,,,19900302,1025217,"9972772,2825353",AVENIDA,PAULISTA,8487,FUNDOS,VILA NOVA,79666-322,MS,5002704,67,84501966,,,,,contato@servtecmecampog.com.br,,
42591631,3799,00,1,BRASIL MAX,08,20020107,,,,19941104,4494114,"9405742,6473119",RODOVIA,PAULISTA,636,FUNDOS,JARDIM AMÉRICA,30363-233,MG,3106200,31,44616855,,,,,contato@brasilmaxbeloho.com.br,,
76426149,0028,13,2,BETA EXPRESS,08,20050319,,,,20171117,8252463,"3257542,5337688,2318454",TRAVESSA,BRASIL,1856,LOJA 2,BOA VISTA,74039-756,GO,5208707,62,55782879,,,,,contato@betaexpressgoiâni.com.br,,
87752860,1978,84,2,ALFA LTDA,08,20220918,REORGANIZACAO SOCIETARIA,,,20031008,2214738,9781745,TRAVESSA,GETULIO VARGAS,3231,SALA 101,INDUSTRIAL,88629-689,SC,4205407,48,38839958,,,,,contato@alfaltdafloria.com.br,contato@alfaltda2floria.com.br,
63963783,5040,51,2,LOJA MAX,02,20000115,,,,20201127,6617798,"2279586,3440150",RODOVIA,SETEMBRO,3331,,CENTRO,36188-297,MG,3136702,32,71259163,,,,,contato@lojamaxjuizde.com.br,,
37841345,0531,10,2,COMERCIAL POPULAR,02,20070302,REGULARIZACAO,,,19970402,5635828,"9382481,9865465,2230087",TRAVESSA,RIO BRANCO,428,ANDAR 3,JARDIM AMÉRICA,87234-071,PR,4115200,44,89999463,,,,,contato@comercialpopmaring.com.br,,contato@comercialpopmaring.com.br
30084357,6303,43,2,GLOBAL ME,02,20051217,MUDANCA ENDERECO,,,20240322,5386256,8886933,TRAVESSA,TIRADENTES,1005,,VILA NOVA,25784-802,RJ,3301702,21,26195474,21,66659896,,,contato@globalmeduqued.com.br,,
64409902,3770,06,2,BRASIL LTDA,02,20160106,,,,20180426,7407961,"6749026,5914150",ESTRADA,SETEMBRO,8786,GALPAO,SÃO JOSÉ,60091-245,CE,2304400,85,89337740,,,,,contato@brasilltdafortal.com.br,,
47407714,7986,15,1,DISTRIBUIDORA CENTRAL,02,20021015,REGULARIZACAO,,,20240316,1014131,2045418,ESTRADA,TIRADENTES,8149,SALA 101,SANTA LUZIA,68321-981,AP,1600303,96,70435820,,,,,contato@distribuidormacapá.com.br,,
74046593,5832,58,1,DISTRIBUIDORA EXPRESS,08,20000720,MUDANCA ENDERECO,,,20131202,1276995,"5908598,4979239,8220568,4168469",ALAMEDA,TIRADENTES,8318,LOJA 2,CENTRO,89372-810,SC,4209102,47,84977123,,,,,contato@distribuidorjoinvi.com.br,,
29981455,5173,17,2,GLOBAL EIRELI,08,20170609,,,,20230804,1563804,"6443438,5010932",ESTRADA,TIRADENTES,7506,SALA 101,SANTO ANTÔNIO,59654-657,RN,2408102,84,57479632,,,,,contato@globaleirelinatal.com.br,,
01044170,8932,07,2,LOJA EXPRESS,02,20130525,REORGANIZACAO SOCIETARIA,,,20170615,9057405,"2773111,9613669,5596223,3010619",RUA,BRASIL,762,SALA 101,SANTA LUZIA,78515-107,MT,5103403,65,34165505,,,,,contato@lojaexpresscuiabá.com.br,contato@lojaexpress2cuiabá.com.br,
43179356,8593,69,1,BRASIL EXPRESS,08,20100416,REGULARIZACAO,,,20250329,4918750,"3334508,7890613,4155368,6178848",RUA,RIO BRANCO,822,GALPAO,CENTRO,29972-886,ES,3205002,27,62168061,,,,,contato@brasilexpresserra.com.br,,
26304881,0501,69,1,MERCADINHO EXPRESS,08,20050717,,,,20250302,3489978,"4235459,1478730,7654677",AVENIDA,RIO BRANCO,1002,LOJA 2,CENTRO,29432-697,ES,3205200,27,87677322,,,,,contato@mercadinhoexvilave.com.br,,
29243280,9181,11,1,BRASIL CENTRAL,08,20011226,REGULARIZACAO,,,20141004,2256272,"3896900,8619854",RODOVIA,TIRADENTES,4858,GALPAO,SÃO JOSÉ,69897-733,AM,1302603,92,24924537,,,,,contato@brasilcentramanaus.com.br,contato@brasilcentramanaus.com.br,
46673876,8175,97,2,BETA MAX,02,20161128,REORGANIZACAO SOCIETARIA,,,20170826,1273409,"4889240,9278639,9120136",ESTRADA,GETULIO VARGAS,4817,SALA 101,JARDIM AMÉRICA,07821-874,SP,3518800,11,73552727,11,22667547,,,contato@betamaxguarul.com.br,,
54450574,8015,16,2,MERCADINHO EIRELI,08,20030212,REORGANIZACAO SOCIETARIA,,,20200306,6937990,8307473,RODOVIA,RIO BRANCO,1234,LOJA 2,CENTRO,76066-345,RO,1100205,69,79258849,,,,,contato@mercadinhoeiportov.com.br,,
39092658,9237,43,2,ALFA EXPRESS,02,20160602,REORGANIZACAO SOCIETARIA,,,19981118,7407150,"5354736,7109209,2430115",AVENIDA,PAULISTA,6936,SALA 101,SANTO ANTÔNIO,69284-300,AM,1302603,92,46326941,92,28896562,,,contato@alfaexpressmanaus.com.br,,contato@alfaexpress3manaus.com.br
03995269,9799,67,2,SERVTEC DO BAIRRO,02,20090625,,,,19941220,2538663,"8314226,4997303",ALAMEDA,DOS ANDRADAS,3255,FUNDOS,SANTO ANTÔNIO,95404-756,RS,4305108,54,41577907,,,,,contato@servtecdobaicaxias.com.br,,
12734734,2159,97,1,SERVTEC LTDA,08,20141115,REGULARIZACAO,,,20050808,2327453,"7441229,1479795,2024360,7851729",ESTRADA,FLORES,7763,GALPAO,INDUSTRIAL,86052-211,PR,4113700,43,74363228,,,,,contato@servtecltdalondri.com.br,,
84631715,6550,67,1,GLOBAL EXPRESS,08,20250213,REGULARIZACAO,,,20010810,5589888,"8767439,6169138",ALAMEDA,FLORES,43,FUNDOS,SANTO ANTÔNIO,07365-270,SP,3518800,11,87185407,11,33116068,,,contato@globalexpresguarul.com.br,,
96486610,1518,48,2,GAMA CENTRAL,08,20181118,,,,20250603,1732670,5462567,ESTRADA,PAULISTA,5824,LOJA 2,INDUSTRIAL,36668-761,MG,3136702,32,41944617,,,32,98412146,contato@gamacentraljuizde.com.br,,
08360668,4369,37,2,GAMA LTDA,02,20120702,,,,19931116,5768439,"2831527,4735632,9264075,4614898",AVENIDA,DOS ANDRADAS,1517,ANDAR 3,SANTO ANTÔNIO,01303-271,SP,3550308,11,43731253,,,,,contato@gamaltdasãopau.com.br,,
17752282,3518,13,2,LOJA DO BAIRRO,08,20090114,REORGANIZACAO SOCIETARIA,,,20120421,8241484,"7763290,3906868,3405962",ESTRADA,FLORES,1670,GALPAO,BOA VISTA,38920-976,MG,3170206,34,68619206,34,28312564,,,contato@lojadobairrouberlâ.com.br,,
03951154,6282,47,1,COMERCIAL ME,08,20190519,REGULARIZACAO,,,19970112,6714256,"6723228,1723477",RUA,DOS ANDRADAS,3052,SALA 101,SÃO JOSÉ,79022-842,MS,5002704,67,58623275,,,,,contato@comercialmecampog.com.br,contato@comercialme2campog.com.br,
79439148,1297,43,1,LOJA EXPRESS,02,20180117,MUDANCA ENDERECO,,,20230717,7645224,"8877887,4459727,3295807,1145813",ALAMEDA,PAULISTA,8683,LOJA 2,JARDIM AMÉRICA,29482-473,ES,3205200,27,50354540,,,,,contato@lojaexpressvilave.com.br,,
73605761,9433,17,1,BETA POPULAR,02,20241120,MUDANCA ENDERECO,,,20130926,2109802,5375511,RUA,BRASIL,1028,LOJA 2,SÃO JOSÉ,90851-661,RS,4314902,51,63775706,,,,,contato@betapopularportoa.com.br,,
61505060,2131,20,2,BETA ME,02,20060720,MUDANCA ENDERECO,,,19960914,3448906,2749513,AVENIDA,SETEMBRO,5788,,SANTO ANTÔNIO,32812-810,MG,3118601,31,80976214,31,51731686,,,contato@betamecontag.com.br,contato@betame2contag.com.br,
14062619,0251,28,1,LOJA MAX,02,20140625,REGULARIZACAO,,,19970524,3222820,3477690,RODOVIA,DOS ANDRADAS,8094,,JARDIM AMÉRICA,89941-541,SC,4209102,47,75627440,47,69963236,,,contato@lojamaxjoinvi.com.br,,
69751647,6061,60,2,SERVTEC ME,08,20061204,,,,19900730,9605871,"7084532,2151480,1395200,3597184",ESTRADA,BRASIL,7815,SALA 101,VILA NOVA,44688-813,BA,2910800,75,86736166,,,,,contato@servtecmefeirad.com.br,contato@servtecme2feirad.com.br,
34149437,4135,96,1,GLOBAL MAX,08,20230430,,,,20180619,2250724,"2613769,9728424",RODOVIA,TIRADENTES,9327,ANDAR 3,SANTO ANTÔNIO,38422-756,MG,3170206,34,29585816,,,,,contato@globalmaxuberlâ.com.br,contato@globalmax2uberlâ.com.br,
19459678,9505,21,2,MERCADINHO LTDA,02,20140323,MUDANCA ENDERECO,,,20201218,7450027,"6934268,2546230,8923572",AVENIDA,SETEMBRO,8547,GALPAO,CENTRO,07309-074,SP,3518800,11,23657220,,,,,contato@mercadinholtguarul.com.br,,
83182781,2142,86,2,SERVTEC EIRELI,08,20201219,MUDANCA ENDERECO,,,20050610,9279311,"3381692,8552782,3947528",RODOVIA,GETULIO VARGAS,9918,,SANTO ANTÔNIO,87682-210,PR,4115200,44,55819089,44,72923057,,,contato@servteceirelmaring.com.br,,
91039344,3905,41,2,MERCADINHO POPULAR,02,20191208,MUDANCA ENDERECO,,,19940306,2654996,"5797815,2745765",ALAMEDA,GETULIO VARGAS,9970,FUNDOS,INDUSTRIAL,69608-298,RR,1400100,95,26457067,,,,,contato@mercadinhopoboavis.com.br,,
14144495,7044,96,1,MERCADINHO CENTRAL,02,20090704,REORGANIZACAO SOCIETARIA,,,19921028,5912872,"1749925,8886633",ESTRADA,FLORES,2118,SALA 101,SANTA LUZIA,76495-208,RO,1100205,69,42685714,,,,,contato@mercadinhoceportov.com.br,,
25353986,5642,43,2,BRASIL MAX,02,20140121,,,,20180531,5361509,6775151,RUA,PAULISTA,4261,SALA 101,SANTO ANTÔNIO,74880-002,GO,5208707,62,53435658,,,,,contato@brasilmaxgoiâni.com.br,,
07316113,5257,13,1,GLOBAL MAX,02,20081102,REORGANIZACAO SOCIETARIA,,,20051111,1322861,"4502873,4703360",AVENIDA,RIO BRANCO,2964,FUNDOS,SANTO ANTÔNIO,68730-276,AP,1600303,96,49847868,,,,,contato@globalmaxmacapá.com.br,,
86628982,6700,44,1,SERVTEC EXPRESS,08,20040114,,,,20150929,2520544,"3523627,3277787,5909639,3922319",RODOVIA,TIRADENTES,2680,GALPAO,VILA NOVA,69637-204,RR,1400100,95,50537216,,,,,contato@servtecexpreboavis.com.br,,
65933390,5307,69,1,DISTRIBUIDORA ME,02,20250411,,,,20010309,6984534,"5875202,5120826,8138220",AVENIDA,DOS ANDRADAS,9509,SALA 101,JARDIM AMÉRICA,58253-859,PB,2507507,83,85988518,,,,,contato@distribuidorjoãope.com.br,,
15230067,1511,63,2,GAMA EIRELI,02,20080816,MUDANCA ENDERECO,,,20140429,2630171,5133537,ESTRADA,SETEMBRO,500,FUNDOS,SANTO ANTÔNIO,25748-511,RJ,3301702,21,38653889,,,,,contato@gamaeireliduqued.com.br,,
15884743,4031,19,2,GLOBAL ME,02,20040516,REORGANIZACAO SOCIETARIA,,,20060913,7677017,6474809,RUA,BRASIL,3374,SALA 101,BOA VISTA,36795-513,MG,3136702,32,67013863,32,58497455,,,contato@globalmejuizde.com.br,,
87030478,5573,37,2,GLOBAL LTDA,02,20190805,REGULARIZACAO,,,20121020,6691457,"1509921,9005657,5476819,7837820",AVENIDA,GETULIO VARGAS,3180,GALPAO,INDUSTRIAL,58029-964,PB,2507507,83,64424973,,,,,contato@globalltdajoãope.com.br,,
46459478,4837,18,1,BETA CENTRAL,02,20010121,REGULARIZACAO,,,20170526,3138458,"9272077,6317072",RUA,RIO BRANCO,9426,,VILA NOVA,40564-200,BA,2927408,71,80549603,,,,,contato@betacentralsalvad.com.br,contato@betacentral2salvad.com.br,
20303138,9517,02,1,MERCADINHO DO BAIRRO,02,20170527,MUDANCA ENDERECO,,,20090811,3172544,"6140308,9323665,8487220,2184819",ESTRADA,GETULIO VARGAS,1340,FUNDOS,SANTA LUZIA,29064-867,ES,3205002,27,21934074,,,,,contato@mercadinhodoserra.com.br,,
01421526,3161,72,2,BETA ME,02,20200820,,,,20070206,3080551,"5642653,6058469,6470577,7859607",ALAMEDA,PAULISTA,7234,SALA 101,SANTO ANTÔNIO,59069-877,RN,2408102,84,50537815,,,,,contato@betamenatal.com.br,,
22061518,9016,55,2,GAMA POPULAR,08,20130604,REORGANIZACAO SOCIETARIA,,,19970624,5761041,3925601,RODOVIA,GETULIO VARGAS,2875,FUNDOS,VILA NOVA,49052-298,SE,2800308,79,76518675,79,24193510,,,contato@gamapopulararacaj.com.br,,
94718107,3595,15,2,LOJA POPULAR,02,20151222,REORGANIZACAO SOCIETARIA,,,20150419,4647138,2735700,RUA,TIRADENTES,7758,LOJA 2,BOA VISTA,25049-185,RJ,3301702,21,86787306,,,,,contato@lojapopularduqued.com.br,,
09572730,9227,74,2,SERVTEC ME,08,20200927,REORGANIZACAO SOCIETARIA,,,19991205,4882285,"1475196,7172395,5615587",ALAMEDA,GETULIO VARGAS,4007,GALPAO,SÃO JOSÉ,68674-325,AP,1600303,96,60365365,96,89034891,,,contato@servtecmemacapá.com.br,,contato@servtecme3macapá.com.br
63362026,4378,76,2,COMERCIAL CENTRAL,08,20190301,REGULARIZACAO,,,20251012,9338761,"1709803,7586999,8039778,5535760",TRAVESSA,PAULISTA,7225,LOJA 2,VILA NOVA,38507-461,MG,3170206,34,27151356,,,,,contato@comercialcenuberlâ.com.br,,
85115641,7824,70,2,BRASIL EXPRESS,02,20220513,MUDANCA ENDERECO,,,20000619,9439448,"8815244,2922701",RODOVIA,RIO BRANCO,8033,LOJA 2,VILA NOVA,25317-406,RJ,3301702,21,22744844,21,29689916,,,contato@brasilexpresduqued.com.br,,
64806545,3789,17,1,DISTRIBUIDORA POPULAR,02,20161005,REORGANIZACAO SOCIETARIA,,,19970214,1144258,"3533562,7049352",TRAVESSA,DOS ANDRADAS,8752,GALPAO,SANTA LUZIA,40563-691,BA,2927408,71,76607230,,,,,contato@distribuidorsalvad.com.br,,
98236007,3085,62,2,MERCADINHO ME,02,20251118,MUDANCA ENDERECO,,,20020614,8778621,"4919300,1915918",AVENIDA,PAULISTA,6098,SALA 101,JARDIM AMÉRICA,90243-558,RS,4314902,51,60818124,,,,,contato@mercadinhomeportoa.com.br,,
03194444,1391,96,2,DISTRIBUIDORA LTDA,02,20190225,REGULARIZACAO,,,20230704,1646664,"2937461,8350675,1893507,3700807",RODOVIA,GETULIO VARGAS,1140,SALA 101,SANTO ANTÔNIO,58191-459,PB,2507507,83,50968674,,,,,contato@distribuidorjoãope.com.br,,
41740017,2561,66,2,BRASIL MAX,08,20120311,REORGANIZACAO SOCIETARIA,,,20200310,6400553,2803997,AVENIDA,SETEMBRO,9368,GALPAO,BOA VISTA,79486-890,MS,5002704,67,92752208,,,,,contato@brasilmaxcampog.com.br,,contato@brasilmax3campog.com.br
52023559,1139,07,1,LOJA EXPRESS,08,20250905,,,,20021010,1149917,7257563,RODOVIA,BRASIL,4874,,JARDIM AMÉRICA,36124-223,MG,3136702,32,49771267,32,57562233,,,contato@lojaexpressjuizde.com.br,,
95950396,8579,96,2,COMERCIAL POPULAR,08,20041129,REGULARIZACAO,,,20050607,6535557,"1064779,4327746,1174161,1285613",AVENIDA,BRASIL,5552,FUNDOS,BOA VISTA,60702-667,CE,2304400,85,27346822,,,,,contato@comercialpopfortal.com.br,,contato@comercialpopfortal.com.br
31860947,0475,48,1,DISTRIBUIDORA CENTRAL,02,20130907,,,,20060327,3720740,8743114,ALAMEDA,GETULIO VARGAS,5896,LOJA 2,CENTRO,29135-647,ES,3205309,27,52007508,,,,,contato@distribuidorvitóri.com.br,,
90104425,2383,66,2,GAMA EXPRESS,08,20251107,REORGANIZACAO SOCIETARIA,,,20090609,7845350,"1352800,4772800,5993113",ALAMEDA,SETEMBRO,9001,ANDAR 3,SANTO ANTÔNIO,07487-884,SP,3518800,11,81024073,11,30237842,,,contato@gamaexpressguarul.com.br,,
60045401,4796,43,2,BETA MAX,08,20160906,REGULARIZACAO,,,20120117,7740765,"6405171,6965691,4997353,7143135",AVENIDA,PAULISTA,162,LOJA 2,VILA NOVA,13317-954,SP,3509502,19,84645209,,,,,contato@betamaxcampin.com.br,,
59398218,5223,02,2,GAMA DO BAIRRO,08,20010731,REORGANIZACAO SOCIETARIA,,,19970110,5356203,"3298428,2522055",ALAMEDA,FLORES,7135,,BOA VISTA,58905-642,PB,2507507,83,64159574,83,85181567,,,contato@gamadobairrojoãope.com.br,,
57329903,6320,97,2,SERVTEC POPULAR,02,20100714,MUDANCA ENDERECO,,,19961126,2254687,7699576,ALAMEDA,PAULISTA,8733,GALPAO,BOA VISTA,36277-723,MG,3136702,32,27782290,32,42838780,,,contato@servtecpopuljuizde.com.br,,
44716254,1601,50,2,ALFA EIRELI,02,20201208,MUDANCA ENDERECO,,,20010630,3251975,5624817,ALAMEDA,FLORES,432,LOJA 2,BOA VISTA,29928-982,ES,3205200,27,44228745,,,,,contato@alfaeirelivilave.com.br,,
62303260,8847,20,1,BETA EXPRESS,02,20161117,REORGANIZACAO SOCIETARIA,,,19950212,3877063,"7749817,6645343,1089617,6608740",ALAMEDA,SETEMBRO,3226,FUNDOS,SÃO JOSÉ,01265-480,SP,3550308,11,77564764,,,,,contato@betaexpresssãopau.com.br,,
21410686,6134,61,1,GAMA EIRELI,02,20031004,REORGANIZACAO SOCIETARIA,,,19950622,5200989,"1693943,7961797,4310064",RUA,GETULIO VARGAS,1067,ANDAR 3,SANTA LUZIA,49623-914,SE,2800308,79,32484992,,,,,contato@gamaeireliaracaj.com.br,contato@gamaeireli2aracaj.com.br,
62386720,8362,70,1,MERCADINHO EIRELI,02,20220504,MUDANCA ENDERECO,,,19930527,9368598,"9953287,3188779,4614915,4281798",TRAVESSA,FLORES,6751,FUNDOS,SANTA LUZIA,38821-943,MG,3170206,34,81438373,,,,,contato@mercadinhoeiuberlâ.com.br,,
49574519,2090,90,2,MERCADINHO POPULAR,08,20080228,,,,20230424,8318662,"6539932,9578932,8394156,4878124",TRAVESSA,GETULIO VARGAS,9300,ANDAR 3,SANTO ANTÔNIO,69596-212,RR,1400100,95,48377036,,,,,contato@mercadinhopoboavis.com.br,,
31347932,0366,60,2,ALFA MAX,08,20001012,,,,19910118,2201282,"7269720,6205156,3590356,1550906",RUA,SETEMBRO,3550,LOJA 2,CENTRO,66745-231,PA,1501402,91,58738579,,,,,contato@alfamaxbelém.com.br,,
32678021,9001,47,2,ALFA DO BAIRRO,08,20170815,,,,20201128,9182336,"7890649,4560054",ALAMEDA,GETULIO VARGAS,5662,GALPAO,JARDIM AMÉRICA,86612-292,PR,4113700,43,75189038,,,,,contato@alfadobairrolondri.com.br,,
28069350,9581,12,2,LOJA EIRELI,08,20230906,REORGANIZACAO SOCIETARIA,,,20160430,5811944,"1891701,8835638,1353756,2017949",RODOVIA,TIRADENTES,4301,LOJA 2,INDUSTRIAL,59729-692,RN,2408102,84,91968092,,,,,contato@lojaeirelinatal.com.br,,
37976489,4321,25,2,GAMA DO BAIRRO,08,20210330,REORGANIZACAO SOCIETARIA,,,20241108,4919809,"2198741,7616449",AVENIDA,PAULISTA,220,FUNDOS,SANTO ANTÔNIO,74313-653,GO,5208707,62,32733072,,,,,contato@gamadobairrogoiâni.com.br,,
20152708,7886,84,2,GAMA LTDA,02,20230408,REGULARIZACAO,,,19980310,9441427,"9162360,7354975,9700464",AVENIDA,FLORES,7032,,VILA NOVA,64135-295,PI,2211001,86,93538163,86,38677964,,,contato@gamaltdateresi.com.br,,
05776792,2395,98,1,COMERCIAL MAX,08,20070522,REORGANIZACAO SOCIETARIA,,,20170223,5519016,"3120642,5125142,5413135",ALAMEDA,SETEMBRO,9436,LOJA 2,BOA VISTA,40343-727,BA,2927408,71,21764795,,,,,contato@comercialmaxsalvad.com.br,,
77050299,5791,31,1,GLOBAL EXPRESS,08,20230527,REORGANIZACAO SOCIETARIA,,,20020402,1854181,"9603527,4358719,5926973,2841586",TRAVESSA,DOS ANDRADAS,2383,ANDAR 3,SANTA LUZIA,30463-827,MG,3106200,31,20362763,,,,,contato@globalexpresbeloho.com.br,contato@globalexpresbeloho.com.br,
22454358,8858,79,1,GLOBAL LTDA,08,20040803,REORGANIZACAO SOCIETARIA,,,20130411,4557426,5986314,RODOVIA,DOS ANDRADAS,1902,,SANTO ANTÔNIO,40309-179,BA,2927408,71,53701049,71,62788316,,,contato@globalltdasalvad.com.br,,contato@globalltda3salvad.com.br
58603513,9081,22,1,GAMA MAX,08,20071130,,,,20170718,8285560,"4757025,1440440,3065160,4659715",RODOVIA,PAULISTA,4018,LOJA 2,JARDIM AMÉRICA,74820-160,GO,5208707,62,82093904,62,53562793,,,contato@gamamaxgoiâni.com.br,,
42036762,9782,37,1,DISTRIBUIDORA MAX,02,20170903,,,,19911118,5278225,"4475205,4097656",TRAVESSA,GETULIO VARGAS,4227,,JARDIM AMÉRICA,32362-205,MG,3118601,31,30781704,,,,,contato@distribuidorcontag.com.br,,
07254830,5057,65,1,COMERCIAL CENTRAL,08,20210105,REGULARIZACAO,,,20200804,3334053,"2346514,6472508,2803293",RODOVIA,FLORES,2534,,SANTO ANTÔNIO,36473-455,MG,3136702,32,46889765,,,32,38001807,contato@comercialcenjuizde.com.br,,
12807652,1481,21,2,DISTRIBUIDORA LTDA,02,20070912,,,,20231230,7526274,6813956,AVENIDA,DOS ANDRADAS,6749,SALA 101,BOA VISTA,60025-877,CE,2304400,85,29569227,,,,,contato@distribuidorfortal.com.br,,
95570103,0647,19,2,LOJA EXPRESS,02,20231016,MUDANCA ENDERECO,,,20170308,9906127,"4373956,9205100,5410818",RUA,TIRADENTES,1625,,BOA VISTA,78392-093,MT,5103403,65,92312251,,,,,contato@lojaexpresscuiabá.com.br,contato@lojaexpress2cuiabá.com.br,
08239377,9431,71,1,ALFA DO BAIRRO,02,20001205,REGULARIZACAO,,,20030609,5218318,"3329857,1575995,9246349",RUA,DOS ANDRADAS,732,ANDAR 3,SÃO JOSÉ,80986-023,PR,4106902,41,52493091,,,,,contato@alfadobairrocuriti.com.br,,
11834823,4554,54,2,ALFA MAX,08,20090504,REGULARIZACAO,,,20190429,3341077,2078641,RUA,GETULIO VARGAS,3071,FUNDOS,INDUSTRIAL,30936-428,MG,3106200,31,22576142,,,,,contato@alfamaxbeloho.com.br,,
